,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,address,postal_code
11174,779,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,779 PASIR RIS ST 71,510779
11175,779,WOODLANDS CRES,14,1996,Y,N,N,N,N,N,WL,94,0,0,0,46,48,0,0,0,0,0,0,0,779 WOODLANDS CRES,730779
11176,779,YISHUN AVE 2,4,1985,Y,Y,N,N,N,N,YS,10,0,0,5,5,0,0,0,0,0,0,0,0,779 YISHUN AVE 2,760779
11177,78,BEDOK NTH RD,14,1977,Y,N,N,N,N,N,BD,130,0,0,0,130,0,0,0,0,0,0,0,0,78 BEDOK NTH RD,460078
11178,78,CIRCUIT RD,2,1966,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,78 CIRCUIT RD,370078
11179,78,DAWSON RD,28,2019,Y,N,N,N,N,N,QT,99,0,0,27,72,0,0,0,0,0,0,0,0,78 DAWSON RD,141078
11180,78,GUAN CHUAN ST,5,1937,Y,Y,N,N,N,N,BM,48,0,0,8,40,0,0,0,0,0,0,0,0,78 GUAN CHUAN ST,160078
11181,78,INDUS RD,20,1972,Y,Y,N,N,N,N,BM,144,0,0,144,0,0,0,0,0,0,0,0,0,78 INDUS RD,161078
11182,78,LOR LIMAU,40,2017,Y,N,N,Y,N,N,KWN,405,0,81,0,249,0,0,0,75,0,0,0,0,78 LOR LIMAU,320078
11183,78,MARINE DR,25,1976,Y,N,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,78 MARINE DR,440078
11184,78,MOH GUAN TER,5,1937,Y,Y,N,N,N,N,BM,70,0,6,29,35,0,0,0,0,0,0,0,0,78 MOH GUAN TER,162078
11185,78,REDHILL LANE,10,1970,Y,Y,N,N,N,N,BM,144,0,0,0,0,0,0,0,0,0,144,0,0,78 REDHILL LANE,150078
11186,78,YONG SIAK ST,5,1937,Y,Y,N,N,N,N,BM,48,0,0,8,40,0,0,0,0,0,0,0,0,78 YONG SIAK ST,163078
11187,78A,DAWSON RD,7,2019,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,78A DAWSON RD,142078
11188,78A,INDUS RD,2,2003,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,78A INDUS RD,164078
11189,78A,LOR LIMAU,6,2017,N,N,N,Y,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,78A LOR LIMAU,321078
11190,78A,TELOK BLANGAH ST 32,7,2000,N,Y,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,78A TELOK BLANGAH ST 32,101078
11191,78A,TOA PAYOH CTRL,1,2008,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,78A TOA PAYOH CTRL,311078
11192,78B,LOR LIMAU,1,2017,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,78B LOR LIMAU,322078
11193,78B,STRATHMORE AVE,2,2019,N,Y,N,Y,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,78B STRATHMORE AVE,143078
11194,78B,TELOK BLANGAH ST 32,2,2004,N,Y,N,Y,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,78B TELOK BLANGAH ST 32,102078
11195,78B,TOA PAYOH CTRL,7,2007,N,N,N,Y,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,78B TOA PAYOH CTRL,312078
11196,78C,TOA PAYOH CTRL,1,2007,N,Y,N,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,78C TOA PAYOH CTRL,313078
11197,780,PASIR RIS ST 71,16,1994,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,780 PASIR RIS ST 71,510780
11198,780,WOODLANDS CRES,5,2013,N,Y,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,780 WOODLANDS CRES,730780
11199,780,YISHUN RING RD,4,1985,Y,Y,N,N,N,N,YS,10,0,0,5,5,0,0,0,0,0,0,0,0,780 YISHUN RING RD,760780
11200,780A,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,155,0,120,35,0,0,0,0,0,0,0,0,0,780A WOODLANDS CRES,731780
11201,780B,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,135,0,90,45,0,0,0,0,0,0,0,0,0,780B WOODLANDS CRES,732780
11202,780C,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,135,0,0,30,105,0,0,0,0,0,0,0,0,780C WOODLANDS CRES,733780
11203,780D,WOODLANDS CRES,16,2014,Y,N,N,Y,N,N,WL,90,0,0,0,90,0,0,0,0,0,0,0,0,780D WOODLANDS CRES,734780
11204,780E,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,119,0,0,0,119,0,0,0,0,0,0,0,0,780E WOODLANDS CRES,735780
11205,780F,WOODLANDS CRES,16,2014,Y,N,N,N,N,N,WL,155,0,120,35,0,0,0,0,0,0,0,0,0,780F WOODLANDS CRES,736780
11206,780G,WOODLANDS CRES,1,2014,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,780G WOODLANDS CRES,737780
11207,781,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,781 PASIR RIS ST 71,510781
11208,781,YISHUN RING RD,12,1985,Y,N,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,781 YISHUN RING RD,760781
11209,782,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,782 PASIR RIS ST 71,510782
11210,782,WOODLANDS CRES,6,2013,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,782 WOODLANDS CRES,730782
11211,782,YISHUN RING RD,4,1985,Y,N,N,N,N,N,YS,40,0,0,24,16,0,0,0,0,0,0,0,0,782 YISHUN RING RD,760782
11212,782A,PASIR RIS ST 71,4,1995,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,782A PASIR RIS ST 71,511782
11213,782A,WOODLANDS CRES,16,2013,Y,N,N,Y,N,N,WL,90,0,0,0,30,60,0,0,0,0,0,0,0,782A WOODLANDS CRES,731782
11214,782B,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,90,0,0,0,30,60,0,0,0,0,0,0,0,782B WOODLANDS CRES,732782
11215,782C,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,105,0,0,45,60,0,0,0,0,0,0,0,0,782C WOODLANDS CRES,733782
11216,782D,WOODLANDS CRES,16,2014,Y,N,N,Y,N,N,WL,135,0,0,30,75,30,0,0,0,0,0,0,0,782D WOODLANDS CRES,734782
11217,782E,WOODLANDS CRES,16,2014,Y,N,N,Y,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,782E WOODLANDS CRES,735782
11218,782F,WOODLANDS CRES,1,2014,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,782F WOODLANDS CRES,736782
11219,783,WOODLANDS RISE,7,2017,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,783 WOODLANDS RISE,730783
11220,783,YISHUN RING RD,12,1985,Y,N,N,Y,N,N,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,783 YISHUN RING RD,760783
11221,783A,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,783A WOODLANDS RISE,731783
11222,783A,YISHUN RING RD,1,2007,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,783A YISHUN RING RD,761783
11223,783B,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,90,0,0,0,45,45,0,0,0,0,0,0,0,783B WOODLANDS RISE,732783
11224,783C,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,783C WOODLANDS RISE,733783
11225,783D,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,90,0,0,0,45,45,0,0,0,0,0,0,0,783D WOODLANDS RISE,734783
11226,783E,WOODLANDS RISE,1,2018,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,783E WOODLANDS RISE,735783
11227,784,CHOA CHU KANG DR,16,1995,Y,N,N,N,N,N,CCK,82,0,0,0,43,39,0,0,0,0,0,0,0,784 CHOA CHU KANG DR,680784
11228,784,YISHUN AVE 2,12,1985,Y,N,N,N,N,N,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,784 YISHUN AVE 2,760784
11229,784A,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,WL,78,0,0,0,39,39,0,0,0,0,0,0,0,784A WOODLANDS RISE,731784
11230,784B,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,WL,104,0,0,52,52,0,0,0,0,0,0,0,0,784B WOODLANDS RISE,732784
11231,784C,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,52,52,0,0,0,0,0,0,0,0,784C WOODLANDS RISE,733784
11232,785,CHOA CHU KANG DR,16,1995,Y,N,N,Y,N,N,CCK,104,0,0,0,60,44,0,0,0,0,0,0,0,785 CHOA CHU KANG DR,680785
11233,785,WOODLANDS RISE,7,2017,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,785 WOODLANDS RISE,730785
11234,785,YISHUN AVE 2,13,1987,Y,N,N,N,N,N,YS,96,0,0,0,39,57,0,0,0,0,0,0,0,785 YISHUN AVE 2,760785
11235,785A,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,WL,416,0,0,0,0,0,0,0,0,221,195,0,0,785A WOODLANDS RISE,731785
11236,785B,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,52,52,0,0,0,0,0,0,0,0,785B WOODLANDS RISE,732785
11237,785C,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,0,52,52,0,0,0,0,0,0,0,785C WOODLANDS RISE,733785
11238,785D,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,0,52,52,0,0,0,0,0,0,0,785D WOODLANDS RISE,734785
11239,785E,WOODLANDS RISE,2,2017,N,Y,N,Y,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,785E WOODLANDS RISE,735785
11240,786,CHOA CHU KANG DR,17,1995,Y,N,N,Y,N,N,CCK,88,0,0,0,44,44,0,0,0,0,0,0,0,786 CHOA CHU KANG DR,680786
11241,786,YISHUN RING RD,13,1987,Y,N,N,N,N,N,YS,96,0,0,0,39,57,0,0,0,0,0,0,0,786 YISHUN RING RD,760786
11242,786A,WOODLANDS DR 60,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,786A WOODLANDS DR 60,731786
11243,786B,WOODLANDS DR 60,13,1996,Y,N,N,Y,N,N,WL,132,0,0,0,132,0,0,0,0,0,0,0,0,786B WOODLANDS DR 60,732786
11244,786C,WOODLANDS DR 60,13,1996,Y,N,N,N,N,N,WL,147,0,0,0,75,72,0,0,0,0,0,0,0,786C WOODLANDS DR 60,733786
11245,786D,WOODLANDS DR 60,13,1996,Y,N,N,N,N,N,WL,144,0,0,0,72,72,0,0,0,0,0,0,0,786D WOODLANDS DR 60,734786
11246,786E,WOODLANDS DR 60,13,1996,Y,N,N,N,N,N,WL,132,0,0,0,132,0,0,0,0,0,0,0,0,786E WOODLANDS DR 60,735786
11247,786F,WOODLANDS DR 60,13,1996,Y,N,N,N,N,N,WL,60,0,0,0,12,48,0,0,0,0,0,0,0,786F WOODLANDS DR 60,736786
11248,787,CHOA CHU KANG NTH 6,16,1995,Y,N,N,Y,N,N,CCK,79,0,0,0,40,39,0,0,0,0,0,0,0,787 CHOA CHU KANG NTH 6,682787
11249,787,YISHUN RING RD,13,1987,Y,N,N,N,N,N,YS,96,0,0,0,39,57,0,0,0,0,0,0,0,787 YISHUN RING RD,760787
11250,787A,CHOA CHU KANG DR,5,1995,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,787A CHOA CHU KANG DR,680787
11251,787A,WOODLANDS CRES,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,787A WOODLANDS CRES,731787
11252,787B,CHOA CHU KANG DR,1,1995,N,Y,N,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,787B CHOA CHU KANG DR,681787
11253,787B,WOODLANDS CRES,13,1996,Y,N,N,Y,N,N,WL,108,0,0,0,60,48,0,0,0,0,0,0,0,787B WOODLANDS CRES,732787
11254,787C,WOODLANDS CRES,13,1996,Y,N,N,N,N,N,WL,147,0,0,0,75,72,0,0,0,0,0,0,0,787C WOODLANDS CRES,733787
11255,787D,WOODLANDS CRES,13,1996,Y,N,N,N,N,N,WL,147,0,0,0,75,72,0,0,0,0,0,0,0,787D WOODLANDS CRES,734787
11256,787E,WOODLANDS CRES,13,1996,Y,N,N,N,N,N,WL,108,0,0,0,60,48,0,0,0,0,0,0,0,787E WOODLANDS CRES,735787
11257,788,CHOA CHU KANG NTH 6,17,1995,Y,N,N,Y,N,N,CCK,88,0,0,0,44,44,0,0,0,0,0,0,0,788 CHOA CHU KANG NTH 6,680788
11258,788,WOODLANDS AVE 6,13,1996,Y,N,N,Y,N,N,WL,72,0,0,0,0,0,72,0,0,0,0,0,0,788 WOODLANDS AVE 6,730788
11259,788,YISHUN AVE 2,13,1987,Y,N,N,N,N,N,YS,96,0,0,0,39,57,0,0,0,0,0,0,0,788 YISHUN AVE 2,760788
11260,788A,WOODLANDS CRES,5,1997,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,788A WOODLANDS CRES,731788
11261,788B,WOODLANDS CRES,13,1997,Y,N,N,N,N,N,WL,72,0,0,0,0,0,72,0,0,0,0,0,0,788B WOODLANDS CRES,732788
11262,788C,WOODLANDS CRES,13,1997,Y,N,N,N,N,N,WL,84,0,0,0,0,0,84,0,0,0,0,0,0,788C WOODLANDS CRES,733788
11263,788D,WOODLANDS CRES,13,1997,Y,N,N,N,N,N,WL,72,0,0,0,0,0,72,0,0,0,0,0,0,788D WOODLANDS CRES,734788
11264,788E,WOODLANDS CRES,13,1997,Y,N,N,N,N,N,WL,66,0,0,0,0,0,66,0,0,0,0,0,0,788E WOODLANDS CRES,735788
11265,789,CHOA CHU KANG NTH 6,17,1995,Y,N,N,Y,N,N,CCK,86,0,0,0,42,44,0,0,0,0,0,0,0,789 CHOA CHU KANG NTH 6,680789
11266,789,WOODLANDS AVE 6,13,1996,Y,N,N,Y,N,N,WL,72,0,0,0,0,0,72,0,0,0,0,0,0,789 WOODLANDS AVE 6,730789
11267,789,YISHUN AVE 2,4,1986,Y,N,N,N,N,N,YS,24,0,0,24,0,0,0,0,0,0,0,0,0,789 YISHUN AVE 2,760789
11268,79,BEDOK NTH RD,14,1977,Y,Y,N,Y,N,N,BD,130,0,0,0,130,0,0,0,0,0,0,0,0,79 BEDOK NTH RD,460079
11269,79,CHAY YAN ST,5,1937,Y,N,N,N,N,N,BM,41,0,14,15,12,0,0,0,0,0,0,0,0,79 CHAY YAN ST,160079
11270,79,CIRCUIT RD,1,2010,N,N,Y,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,79 CIRCUIT RD,371079
11271,79,DAWSON RD,39,2019,Y,N,N,N,N,N,QT,143,0,0,68,38,37,0,0,0,0,0,0,0,79 DAWSON RD,141079
11272,79,INDUS RD,14,1971,Y,N,N,Y,N,N,BM,520,0,0,0,0,0,0,0,0,520,0,0,0,79 INDUS RD,161079
11273,79,MARINE DR,25,1976,Y,N,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,79 MARINE DR,440079
11274,79,REDHILL LANE,1,2005,N,N,Y,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,79 REDHILL LANE,150079
11275,79,TELOK BLANGAH DR,1,2005,N,N,Y,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,79 TELOK BLANGAH DR,100079
11276,79A,CIRCUIT RD,1,1971,N,Y,Y,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,79A CIRCUIT RD,371079
11277,79A,TOA PAYOH CTRL,40,2008,Y,Y,N,Y,N,N,TP,308,0,0,0,269,39,0,0,0,0,0,0,0,79A TOA PAYOH CTRL,311079
11278,79B,TOA PAYOH CTRL,40,2007,Y,N,N,Y,N,N,TP,191,0,0,0,191,0,0,0,0,0,0,0,0,79B TOA PAYOH CTRL,312079
11279,79C,TOA PAYOH CTRL,40,2007,Y,N,N,N,N,N,TP,160,0,0,0,82,78,0,0,0,0,0,0,0,79C TOA PAYOH CTRL,313079
11280,79D,TOA PAYOH CTRL,40,2007,Y,Y,N,N,N,N,TP,191,0,0,0,191,0,0,0,0,0,0,0,0,79D TOA PAYOH CTRL,314079
11281,79E,TOA PAYOH CTRL,40,2007,Y,Y,N,N,N,N,TP,308,0,0,0,308,0,0,0,0,0,0,0,0,79E TOA PAYOH CTRL,315079
11282,790,CHOA CHU KANG NTH 6,18,1995,Y,Y,N,N,N,N,CCK,118,0,0,0,68,50,0,0,0,0,0,0,0,790 CHOA CHU KANG NTH 6,680790
11283,790,WOODLANDS AVE 6,13,1996,Y,N,N,N,N,N,WL,98,0,0,0,50,48,0,0,0,0,0,0,0,790 WOODLANDS AVE 6,730790
11284,790,YISHUN AVE 2,13,1986,Y,N,N,N,N,N,YS,96,0,0,0,54,42,0,0,0,0,0,0,0,790 YISHUN AVE 2,760790
11285,791,CHOA CHU KANG NTH 6,18,1995,Y,N,N,N,N,N,CCK,84,0,0,0,34,50,0,0,0,0,0,0,0,791 CHOA CHU KANG NTH 6,680791
11286,791,WOODLANDS AVE 6,13,1996,Y,Y,N,N,N,N,WL,84,0,0,0,60,24,0,0,0,0,0,0,0,791 WOODLANDS AVE 6,730791
11287,791,YISHUN AVE 2,13,1986,Y,N,N,N,N,N,YS,60,0,0,0,0,0,60,0,0,0,0,0,0,791 YISHUN AVE 2,760791
11288,792,CHOA CHU KANG NTH 6,17,1995,Y,N,N,Y,N,N,CCK,88,0,0,0,44,44,0,0,0,0,0,0,0,792 CHOA CHU KANG NTH 6,680792
11289,792,WOODLANDS AVE 6,13,1996,Y,N,N,N,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0,792 WOODLANDS AVE 6,730792
11290,792,YISHUN RING RD,11,1986,Y,N,N,N,N,N,YS,50,0,0,0,0,0,50,0,0,0,0,0,0,792 YISHUN RING RD,760792
11291,792A,CHOA CHU KANG NTH 6,5,1995,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,792A CHOA CHU KANG NTH 6,681792
11292,792A,WOODLANDS AVE 6,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,792A WOODLANDS AVE 6,731792
11293,792B,CHOA CHU KANG NTH 6,1,1995,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,792B CHOA CHU KANG NTH 6,682792
11294,793,WOODLANDS AVE 6,13,1996,Y,N,N,Y,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0,793 WOODLANDS AVE 6,730793
11295,793,YISHUN RING RD,4,1986,Y,N,N,N,N,N,YS,16,0,0,0,0,8,8,0,0,0,0,0,0,793 YISHUN RING RD,760793
11296,794,WOODLANDS DR 72,13,1996,Y,N,N,N,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0,794 WOODLANDS DR 72,730794
11297,794,YISHUN RING RD,13,1986,Y,N,N,Y,N,N,YS,96,0,0,0,54,42,0,0,0,0,0,0,0,794 YISHUN RING RD,760794
11298,795,WOODLANDS DR 72,13,1996,Y,Y,N,Y,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0,795 WOODLANDS DR 72,730795
11299,795,YISHUN RING RD,13,1986,Y,N,N,Y,N,N,YS,96,0,0,0,30,66,0,0,0,0,0,0,0,795 YISHUN RING RD,760795
11300,795A,YISHUN RING RD,4,1986,Y,Y,N,N,N,N,YS,6,0,0,3,3,0,0,0,0,0,0,0,0,795A YISHUN RING RD,761795
11301,796,WOODLANDS DR 72,13,1996,Y,N,N,N,N,N,WL,98,0,0,0,50,48,0,0,0,0,0,0,0,796 WOODLANDS DR 72,730796
11302,796,YISHUN RING RD,13,1986,Y,N,N,N,N,N,YS,96,0,0,0,30,66,0,0,0,0,0,0,0,796 YISHUN RING RD,760796
11303,796A,WOODLANDS DR 72,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,796A WOODLANDS DR 72,731796
11304,796A,YISHUN RING RD,4,1986,Y,N,N,Y,N,N,YS,10,0,0,7,3,0,0,0,0,0,0,0,0,796A YISHUN RING RD,761796
11305,797,WOODLANDS DR 72,13,1996,Y,N,N,Y,N,N,WL,72,0,0,0,0,0,72,0,0,0,0,0,0,797 WOODLANDS DR 72,730797
11306,797,YISHUN RING RD,4,1986,Y,N,N,N,N,N,YS,24,0,0,24,0,0,0,0,0,0,0,0,0,797 YISHUN RING RD,760797
11307,798,WOODLANDS DR 72,13,1996,Y,N,N,N,N,N,WL,72,0,0,0,0,0,72,0,0,0,0,0,0,798 WOODLANDS DR 72,730798
11308,798,YISHUN RING RD,13,1986,Y,N,N,Y,N,N,YS,96,0,0,0,30,66,0,0,0,0,0,0,0,798 YISHUN RING RD,760798
11309,799,WOODLANDS DR 60,2,2021,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,799 WOODLANDS DR 60,730799
11310,799,YISHUN RING RD,13,1986,Y,N,N,N,N,N,YS,72,0,0,0,24,48,0,0,0,0,0,0,0,799 YISHUN RING RD,760799
11311,799A,WOODLANDS DR 60,16,2021,Y,N,N,N,N,N,WL,116,0,0,58,58,0,0,0,0,0,0,0,0,799A WOODLANDS DR 60,731799
11312,799B,WOODLANDS DR 60,16,2021,Y,Y,N,N,N,N,WL,56,0,0,14,42,0,0,0,0,0,0,0,0,799B WOODLANDS DR 60,732799
11313,8,BEDOK STH AVE 2,14,1975,Y,N,N,N,N,N,BD,104,0,0,0,104,0,0,0,0,0,0,0,0,8 BEDOK STH AVE 2,460008
11314,8,BOON KENG RD,40,2011,Y,N,N,N,N,N,KWN,238,0,0,24,56,158,0,0,0,0,0,0,0,8 BOON KENG RD,330008
11315,8,CANTONMENT CL,30,2000,Y,N,N,N,N,N,BM,145,0,0,29,87,29,0,0,0,0,0,0,0,8 CANTONMENT CL,081008
11316,8,EMPRESS RD,14,1975,Y,Y,N,N,N,N,BT,186,0,0,180,0,6,0,0,0,0,0,0,0,8 EMPRESS RD,260008
11317,8,EUNOS CRES,2,1976,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,8 EUNOS CRES,400008
11318,8,FRENCH RD,20,1974,Y,N,N,N,N,N,KWN,304,0,0,0,0,0,0,0,0,304,0,0,0,8 FRENCH RD,200008
11319,8,GHIM MOH RD,25,1976,Y,N,N,N,N,N,QT,96,0,0,0,0,96,0,0,0,0,0,0,0,8 GHIM MOH RD,270008
11320,8,HAIG RD,13,1976,Y,N,N,N,N,N,GL,120,0,0,0,120,0,0,0,0,0,0,0,0,8 HAIG RD,430008
11321,8,HOLLAND AVE,22,1974,Y,Y,N,Y,N,N,QT,372,0,0,278,84,6,0,0,0,0,0,4,0,8 HOLLAND AVE,271008
11322,8,JLN BT HO SWEE,9,1962,Y,N,N,N,N,N,BM,72,0,0,72,0,0,0,0,0,0,0,0,0,8 JLN BT HO SWEE,161008
11323,8,JLN BATU,10,1963,Y,Y,N,N,N,N,KWN,95,0,93,0,1,0,0,0,0,0,1,0,0,8 JLN BATU,431008
11324,8,JLN RUMAH TINGGI,18,1983,Y,N,N,N,N,N,BM,102,0,0,0,34,68,0,0,0,0,0,0,0,8 JLN RUMAH TINGGI,150008
11325,8,JLN KUKOH,18,1970,Y,Y,N,Y,N,N,CT,138,0,107,28,2,0,0,0,0,0,1,0,0,8 JLN KUKOH,162008
11326,8,JOO SENG RD,18,1993,Y,N,N,Y,N,N,TP,69,0,0,0,0,57,12,0,0,0,0,0,0,8 JOO SENG RD,360008
11327,8,KIM TIAN PL,25,1983,Y,N,N,Y,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,8 KIM TIAN PL,163008
11328,8,LOR 7 TOA PAYOH,11,1969,Y,Y,N,N,N,N,TP,144,0,0,139,0,5,0,0,0,0,0,0,0,8 LOR 7 TOA PAYOH,310008
11329,8,LOR LEW LIAN,12,1977,Y,N,N,N,N,N,SGN,154,0,77,0,0,0,0,0,0,0,77,0,0,8 LOR LEW LIAN,531008
11330,8,MARINE TER,12,1974,Y,N,N,Y,N,N,MP,108,0,0,106,0,2,0,0,0,0,0,0,0,8 MARINE TER,440008
11331,8,MARSILING DR,13,1975,Y,N,N,Y,N,N,WL,120,0,0,0,120,0,0,0,0,0,0,0,0,8 MARSILING DR,730008
11332,8,NTH BRIDGE RD,16,1970,Y,N,N,Y,N,N,KWN,348,0,0,0,0,0,0,0,0,336,12,0,0,8 NTH BRIDGE RD,190008
11333,8,SELEGIE RD,10,1963,Y,Y,N,N,N,N,CT,108,0,7,96,4,0,0,0,0,0,1,0,0,8 SELEGIE RD,180008
11334,8,ST. GEORGE'S LANE,12,1981,Y,N,N,Y,N,N,KWN,131,0,0,108,22,1,0,0,0,0,0,0,0,8 ST. GEORGE'S LANE,320008
11335,8,TECK WHYE AVE,13,1977,Y,Y,N,Y,N,N,CCK,96,0,0,0,96,0,0,0,0,0,0,0,0,8 TECK WHYE AVE,680008
11336,8,TELOK BLANGAH CRES,10,1974,Y,Y,N,N,N,N,BM,66,0,0,65,0,1,0,0,0,0,0,0,0,8 TELOK BLANGAH CRES,090008
11337,8,TG PAGAR PLAZA,27,1979,Y,N,N,N,N,N,CT,96,0,0,0,96,0,0,0,0,0,0,0,0,8 TG PAGAR PLAZA,080008
11338,8,TOH YI DR,4,1988,Y,N,N,N,N,N,BT,32,0,0,0,0,0,32,0,0,0,0,0,0,8 TOH YI DR,590008
11339,8,UPP BOON KENG RD,6,2016,N,Y,N,Y,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,8 UPP BOON KENG RD,380008
11340,8A,BOON KENG RD,1,2011,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,8A BOON KENG RD,331008
11341,8A,BOON TIONG RD,21,2003,Y,N,N,N,N,N,BM,123,0,0,0,83,40,0,0,0,0,0,0,0,8A BOON TIONG RD,164008
11342,8A,EMPRESS RD,5,1997,N,N,N,N,Y,N,BT,0,0,0,0,0,0,0,0,0,0,0,0,0,8A EMPRESS RD,261008
11343,8A,GHIM MOH RD,3,2005,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,8A GHIM MOH RD,272008
11344,8A,HOLLAND AVE,1,2008,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,8A HOLLAND AVE,273008
11345,8A,JLN KUKOH,4,1999,N,N,N,N,Y,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,8A JLN KUKOH,167008
